Position,Long Description,Company Name,Exp Years,Primary Keyword,English Level,Published,Long Description_lang,id,index_level_0,Reference_Summary
Country Manager,Hi-tech solutions and innovative approaches are what drive Parimatch Tech forward in the gaming market and remain its basis for success and development. We invite those who fired up to Managing all operations within a country taking responsibility for profit revenue and quality targets Researching the country or region thoroughly and adapting business strategies accordingly Recruiting and managing staff including performance monitoring and possibly mentoring and training Producing and managing a detailed annual business operating plan to deliver monthly quarterly and annual targets for revenue and profits Preparing business performance reports Developing a comprehensive marketing strategy and executing a sophisticated marketing plan while effectively managing brand and reputational risk to ensure the internal and external brand is optimally aligned with the organization s strategic objectives Determine KPIs for the marketing department Keep the marketing budget in check Contacting and networking with partners and presenting business at its best in the region. Essential professional experience 5+ years of relevant experience Experience in a fast-paced digital company or online business such as e-commerce online finance gambling or other online B2C company Experience in managing a team of minimum 15 employees in different roles Good understanding of conversion funnel performance and its analysis Strong proficiency in MS Excel and proficiency in SQL highly desired Experience with Google Analytics or other web analytics tools Understanding of paid advertising paid search mobile media affiliate marketing display media and sponsored content campaigns Proven analytical and quantitative skills including a strong understanding of the majority of crucial business metrics Ability to lead the team effectively and find and hire the needed team members.,Parimatch Tech,5y,Other,upper,2022-05-01T00:00:00+03:00,en,464e841d-3f55-588f-8356-586801c00850,45141,"Role Overview:
The Country Manager is responsible for managing all operations within a country, including profit and revenue targets, business strategy adaptation, staff recruitment, and

Key Responsibilities:
The Country Manager manages all operations within a country, taking responsibility for profit, revenue, and quality targets while researching the region to adapt business

Required Skills:
- 5+ years of relevant experience
- Experience in a fast-paced digital company or online business (e-commerce, online finance

Tools and Technologies:
MS Excel, SQL, Google Analytics, web analytics tools, paid advertising, paid search, mobile media, affiliate marketing, display media, and

Experience Level:
5+ years of relevant experience"
Quality Analyst,About the project We need a Quality Evangelist who is ready to bring the coolest ideas and decisions at the whole company level to provide high-quality of our work. As a service IT company with a product approach we cover two key expertise areas . Building complex enterprise solutions for large businesses and government organizations in different countries. For example we work on a portfolio of actively developing social-cultural long-term projects in the e-government niche. So we can make this world digital together . Developing simple and easily scalable services and products. Responsibilities . Work on quality at the whole company level. Participate in QMS development implementation and support. Participate in core business processes development and visualization. Help the different units to identify quality processes gaps and implement ways of their elimination. Create and maintain CI/CD infrastructure. Research of modern employee development ways of different labor markets and actualize that information with clients/business. Manages issues related to data quality and availability resources environments We offer . Direct influence on internal processes you are free to build a process you feel comfortable with. The newest technologies and stacks ability to try different products variety of tasks. Professional growth in Quality Analysis and Quality Management. To be free in the decision-making process. Remote work and flexible working hours. Complete legal and accounting support for all our contract workers. Our well-developed knowledge transfer system will enable you to master new technologies and tools fast. You will have a lot of opportunities to make your own decisions and hone T-shaped skills since our company has a flat organizational structure Requirements . At least two years of experience in Quality Analysis Quality Assurance or other quality-related areas. Experience in working with remote and distributed teams. Strong communication skills and experience in requirements collection in different stakeholders. Intermediate level of English Nice to have . Management skills including leading teams processes developing personnel development. Experience in writing BPMN diagrams,P2H,2y,Business Analyst,intermediate,2021-12-01T00:00:00+02:00,en,3ea7cd01-69ac-580c-a808-9457ef1b296a,125649,"Role Overview:
The Quality Analyst will serve as a Quality Evangelist to provide high-quality work at the company level by participating in QMS development

Key Responsibilities:
The Quality Analyst works on quality at the whole company level by participating in QMS development, implementation, and support, as well as core business processes development and visualization. They help different units identify and eliminate quality process gaps while managing issues related to data quality, availability, resources, and environments. Additionally, the role involves creating and maintaining CI/CD infrastructure and researching modern employee development methods across various labor markets to actualize information with clients and the business.

Required Skills:
- At least two years of experience in Quality Analysis, Quality Assurance, or other quality-related areas.
-

Tools and Technologies:
QMS, CI/CD infrastructure, BPMN diagrams

Experience Level:
At least two years of experience in Quality Analysis Quality Assurance or other quality-related areas."
Sl3 support/Operation Engineer,Responsibilities . Investigating and resolving applications issues escalated by production support team. Automation and optimization of build systems troubleshooting of broken builds. Work with developers to create automated deployment process. Infrastructure and capacity planning. Environment accessibility management. Management of the Configuration Baseline. Linux administration. Bash/Python scripting. On-boarding of new systems/applications Mandatory Skills Description Excellent command of English Strong experience working with Red Hat Enterprise Linux Strong Bash scripting experience Java application support JIRA,Luxoft,2y,Sysadmin,upper,2022-08-01T00:00:00+03:00,en,d82e8142-5e21-5af4-8a41-cce0ff5b59c7,157192,"Role Overview:
The Sl3 support/Operation Engineer investigates and resolves escalated application issues, automates build and deployment processes, manages infrastructure

Key Responsibilities:
Investigate and resolve application issues escalated by the production support team while automating and optimizing build systems. Collaborate with developers to create

Required Skills:
- Excellent command of English
- Strong experience working with Red Hat Enterprise Linux
- Strong Bash scripting experience
- Java application support

Tools and Technologies:
Red Hat Enterprise Linux, Linux, Bash, Python, Java, JIRA, build systems

Experience Level:
Not explicitly stated."
Senior PHP (Laravel) Software Engineer,The project is a social networking website that has a powerful tool for businesses to spread the word about their services and products. It s a platform to connect with customers via text message build real relationships and turn those relationships into action. Our customer helps rapidly growing brands acquire retain and delight their customers through SMS by leveraging our platform to deliver 98 open rates 50 response rates and 30 CTRs helping brands build meaningful one-to-one relationships with their customers. We are looking for senior PHP software engineers who can help us to build the next-generation messaging platform to automate conversations. REQUIRED SKILLS 4+ years commercial experience in backend development using PHP7+ Strong architectural and OOP skills Highly proficient in Laravel framework Knows and uses CI/CD actively during project development Upper-Intermediate English NICE TO HAVE Understanding of front-end technologies React Vue.js Working experience with telecom and/or messaging providers RESPONSIBILITIES Design and develop software solutions that meet business needs and follow software development best practices and standards Collaborate with stakeholders and development team Proactively drive technical direction such as improving performance preventing issues refactoring the codebase Develop and implement considering architecture standards processes and tools Debug and troubleshoot technical issues,AltexSoft,3y,PHP,intermediate,2021-01-01T00:00:00+02:00,en,b413238d-1c36-5dfc-8e25-7d37fd26bc56,149620,"Role Overview:
The Senior PHP (Laravel) Software Engineer will help build a next-generation messaging platform to automate conversations for a social networking website.

Key Responsibilities:
Design and develop software solutions for a next-generation messaging platform while following development best practices and architecture standards. Collaborate with stakeholders and the development team to meet business needs. Proactively drive technical direction by improving performance, preventing issues, and refactoring the codebase. Debug and troubleshoot technical issues throughout the development process.

Required Skills:
- 4+ years commercial experience in backend development using PHP7+
- Strong architectural and OOP skills
-

Tools and Technologies:
PHP 7+, Laravel framework, CI/CD, React, Vue.js, telecom and/or messaging providers

Experience Level:
Senior
4+ years commercial experience in backend development using PHP7+"
FullStack (Java + React.js) Developer with GraphDB Experience,We re looking for a Fullstack Engineer to join the dynamic Agile team that delivers an innovative product with modern technologies using Reactive programming Hexagonal Architecture and much more. Must have 5+ years of experience with Java and frontend development Good knowledge about OOP and Design Patterns Hands-on experience working with ReactJS Solid knowledge of Java including Spring Boot DI and Microservices Practical experience with Graph DBs Neo4j preferred Knowledge of any event streaming platform. Kafka preferred Solid experience with CI/CD Unit Testing Integration Testing Spoken English Would be a plus Understanding of reactive design principles and reactive programming ideally RX Java or RXJS Experience with databases Cassandra Mongo Experience with Docker Experience in pulling data from 3rd party APIs,Zhuko.net,5y,Java,upper,2021-10-01T00:00:00+03:00,en,2c65603e-9e19-5561-b95e-2921dbfbe358,65161,"Role Overview:
We are looking for a Fullstack Engineer with 5+ years of experience in Java and ReactJS to join an Agile team delivering an innovative product using modern technologies, Hexagonal Architecture, and Graph databases.

Key Responsibilities:
Join an Agile team to deliver an innovative product using Reactive programming and Hexagonal Architecture. You will develop full-stack applications utilizing Java, Spring Boot, Microservices, and ReactJS. Responsibilities include working with Graph databases like Neo4j, event streaming platforms such as Kafka, and pulling data from third-party APIs. Additionally, you will manage CI/CD processes and perform unit and integration testing.

Required Skills:
- 5+ years of experience with Java and frontend development
- Good knowledge of OOP and Design Patterns
- Hands-on experience

Tools and Technologies:
Java, ReactJS, Reactive programming, Hexagonal Architecture, OOP, Design Patterns, Spring Boot, DI, Microservices, Graph DBs (Neo4j preferred), Event streaming platform (Kafka preferred), CI/CD, Unit Testing, Integration Testing, RX Java, RXJS, Cassandra, Mongo, Docker, 3rd party APIs.

Experience Level:
5+ years of experience with Java and frontend development"
Frontend Developer (Cologne),About client Our client is one of the most innovative companies in its industry working exclusively with agile processes and the latest technologies. The team is characterized by short decision-making processes and joint suggestions for improvement. Your tasks You design and implement sophisticated scalable and customer-centric front-end components with modern JavaScript frameworks such as vue.js or React You develop scalable target-oriented and sustainable software architectures for the operationalization of complex customer journeys You link the individual components of our ecosystem to a holistic and sustainable overall solution You accompany the product development from solution finding to release to continuous operation in constant exchange with your product manager or product owner You enjoy working closely in a cross-functional team with pair programming code reviews and proactively share your knowledge and experience e.g. via coding dojos or tech talks to the team Your profile You have several years of professional experience in frontend development of web-based scalable systems and applications You have a good feeling for Responsive Design with consideration of speed and usability You have a good knowledge of current technologies e.g. React Angular and Vue and have already gained initial experience in connecting microservices with Rest You ideally already have basic knowledge in the development and interlocking of self-contained systems You like to think outside the box and are interested in other topics e.g. backend DevOps process optimization .. in addition to pure frontend development/architecture Your benefits Medical insurance training and continuing education employee discount company pension plan sports facilities on-site cafeteria and much more. About Scalors SCALORS is a German software outsourcing company which has development centers across Europe and recruits IT specialists all over the world for permanent employment in Germany Austria and Switzerland. We ve specialized in building cost-efficient software teams in Ukraine. Stay tuned for open vacancies on scalors.com,Scalors,3y,JavaScript,upper,2021-08-01T00:00:00+03:00,en,dd46fd74-061d-5640-a21e-a8c555434f12,59968,"Role Overview:
check:*
        - One sentence? Yes.
        - Concise? Yes.
        - No header? Yes

Key Responsibilities:
You design and implement scalable, customer-centric front-end components using modern JavaScript frameworks like Vue.js or React. You develop sustainable software architectures for complex customer journeys and link ecosystem components into a holistic solution. You manage product development from solution finding to continuous operation while collaborating closely with product managers and cross-functional teams. You participate in pair programming and code reviews while proactively sharing knowledge through tech talks or coding dojos.

Required Skills:
* Several years of professional experience in frontend development of web-based scalable systems and applications.
* Proficiency in modern JavaScript frameworks such as Vue.js, React, or Angular.
* Experience designing and implementing scalable, customer-centric front-end

Tools and Technologies:
- JavaScript frameworks (vue.js, React, Angular)
- Rest
- Microservices
- Self-contained systems
- Responsive Design

Experience Level:
several years of professional experience in frontend development of web-based scalable systems and applications"
Python Engineer,PROJECT TECHNOLOGIES AND TOOLS. Microservices. Python. Django. Docker. AWS RESPONSIBILITIES Community development . EPAM Python stream visibility increasing by the means of organizing or being a speaker at the talks and conferences outside EPAM offices in Kharkiv. Internal tech talks within an office or online to draw attention to Python for those who are interested. Knowledge base for Python how-tos guides for infrastructure set up etc. Candidate could a participant for Python digest informing colleagues about news and modern approaches in Python world Project activities . Speaking with customer in the language of business. Leverage and recommend best practices that will sustain and allow scalability for the long term. Ensure technical solutions deliver a value to business,EPAM Systems,2y,Python,intermediate,2021-08-01T00:00:00+03:00,en,8b0a00b0-5fde-5ab7-a29f-0cd9898e5bb8,122252,"Role Overview:
The Python Engineer will utilize Python, Django, Docker, and AWS to develop microservices, contribute to community development, and ensure technical

Key Responsibilities:
The Python Engineer will increase the visibility of the Python stream by organizing or speaking at conferences and internal tech talks, while contributing to a knowledge base of infrastructure guides and news digests. You will communicate directly with customers to ensure technical solutions deliver business value and recommend best practices that support long-term scalability. These activities involve working with technologies such as Python, Django, Docker, and AWS within a microservices architecture.

Required Skills:
- Python
- Django
- Docker
- AWS
- Microservices
- Community development
- Organizing or speaking at talks and

Tools and Technologies:
- Microservices
- Python
- Django
- Docker
- AWS

Experience Level:
Not explicitly stated."
Front-End Developer,We develop masterpiece software projects by building empathy with our clients. Required skills . HTML CSS ES6+ Sass/Scss . strong knowledge of vue.js vuex vue-router nuxt.js . familiar with GSAP . familiar with Tailwind Bootstrap etc. basic knowledge of Figma Photoshop . minimal 1 year of commercial experience. You will . Work on challenging projects to deliver expressive products. Maintain and develop the technical quality of the team by using the best engineering techniques and approaches. Follow well-built design and high-quality implementation practices. Create user-friendly interfaces based on existing frameworks We offer . Interesting projects from different countries that will give you the opportunity to develop yourself. Full-time 40 hours working week with flexible schedule . Comfortable and cozy office in the city center m. Lva Tolstogo . Must-haves paid vacation 29 working days per year 11 national holidays + 18 actual vacation . Work in a friendly team of creative people. Lack of bureaucracy. Participation in thematic conferences. Salary level based on interview results. Trial period 1-2 month . Corporate events,Empat,2y,JavaScript,intermediate,2021-01-01T00:00:00+02:00,en,46a14f36-622e-530f-91c4-ac1c88745f19,59617,"Role Overview:
The Front-End Developer will work on challenging projects to deliver expressive products and create user-friendly interfaces while maintaining technical quality through high

Key Responsibilities:
Work on challenging projects to deliver expressive products and develop software by building empathy with clients. Maintain and develop the technical quality of the team by using the best engineering techniques and approaches. Follow well-built design and high-quality implementation practices to create user-friendly interfaces based on existing frameworks.

Required Skills:
- HTML, CSS, ES6+, Sass/Scss
- Strong knowledge of vue.js, vuex, vue

Tools and Technologies:
HTML, CSS, ES6+, Sass/Scss, vue.js, vuex, vue-router, nuxt.js, GSAP, Tailwind, Bootstrap, Figma, Photoshop

Experience Level:
minimal 1 year of commercial experience."
Game designer,We are looking for a Game Designer with 3+ years of experience experience in creating Game Development Documents and successfully releasing games. The creativity passion for games and awareness of game trends will be a plus. Project one of the world s largest gaming sites and #1 platform for playing and learning chess. Requirements . 3+ years of experience as a game designer in Unity game design. experience in creating Game Development Document. examples of successfully released games. fluent communication in English Responsibilities . communication with the client . the creation of the game concept and GDD Game Design Documentation . work with game analytics . development of game logic and mechanics . search for solutions to speed up/improve the development process . interaction with developers the client and the client s team communication in English .,Stan's Assets,3y,Design,upper,2023-06-01T00:00:00+03:00,en,1e0b7068-e117-5c7f-b098-3cd1a179c361,67247,"Role Overview:
We are seeking a Game Designer with 3+ years of experience in Unity game design and GDD creation to develop game concepts, logic,

Key Responsibilities:
The Game Designer is responsible for creating game concepts and Game Design Documentation (GDD) while developing game logic and mechanics. This role involves

Required Skills:
- 3+ years of experience as a game designer in Unity game design
- Experience in creating Game Development Documents (GDD

Tools and Technologies:
- Unity
- Game Development Documents (GDD)
- Game analytics

Experience Level:
3+ years of experience as a game designer in Unity game design, experience in creating Game Development Documents, and successfully releasing games."
Strong QA manual,Our team is expanding and we are looking for talented individuals to fuel our growth The candidate will be expected to be competent in the following areas . 3+ years of experience as a manual tester of desktop applications and web applications. Experience in executing manual test plans and carefully documenting results. Experience in creating test cases from functional and technical requirements. Good written and spoken English. Experience with computer security/computer forensic is a plus. Experience with SQL is a plus. Experience with JSON is a plus. Experience with GUI usability testing is a plus. Experience with SCRUM is a plus. Responsibilities . Create test scenarios and produce necessary test data for upcoming features. Execute test scenarios and meticulously document results and anomalies. Define test strategy between manual and automated tests to maximize coverage and efficiency. Maintain and improve test scenarios and test data. Help reproduce bugs reported by users to help the development team fix them. Assess product usability. Benefits . Self-employed status. ADF offers 30 days off holidays and vacation and 10 sick days. Salary calculation yearly salary spread over 220 days 260. 30. 10 .,thePerson,2y,QA,intermediate,2022-06-01T00:00:00+03:00,en,30a04a29-f476-590c-a034-c7981d25c09e,160719,"Role Overview:
Our expanding team is seeking a talented manual tester with at least three years of experience in desktop and web applications to create test scenarios, execute

Key Responsibilities:
The candidate will create, maintain, and improve test scenarios and produce necessary test data for upcoming features. They are responsible for executing test scenarios, meticulously documenting results and anomalies, and assessing product usability. Additionally, the role involves defining test strategies between manual and automated tests and reproducing user-reported bugs to assist the development team with fixes.

Required Skills:
- 3+ years of experience as a manual tester of desktop applications and web applications
- Experience in executing manual test

Tools and Technologies:
- Desktop applications
- Web applications
- SQL
- JSON
- GUI usability testing
- SCRUM
- Computer security

Experience Level:
3+ years of experience as a manual tester of desktop applications and web applications."
Middle Python Developer,This is our client s unique product that includes a web solution + IOS and Android mobile apps in two languages English and German. It has millions of users around the world and helps them to find the best bike routes everywhere also getting them off busy roads. Project Description This is our client s unique product that includes a web solution + IOS and Android mobile apps in two languages English and German. It has millions of users around the world and helps them to find the best bike routes everywhere also getting them off busy roads. The app has a great user-friendly interface GPS navigation tracking and route creation functionality. As a Backend Developer you would Work closely with the core development team speed up our back-end coding and build new features and functions in sprints. Take on the responsibility for the development documentation and maintenance of the core client s code base which is being interfaced by the Android and iOS apps as well as the Web frontend It s our gateway to millions of active client users worldwide. Work together with designers and marketing specialists who deliver you concepts bringing to life exciting new use cases for cyclists. The project tech stack for the back-end team includes . Python 3.8. PostgreSQL. AWS. Django. Elasticsearch. Unit tests Back-end team composition 3 developers Team Lead CTO. Direct interaction with the QA team. Position Requirements 2+ years of professional experience Extensive knowledge and experience in developing web applications ideally with Python and PostgreSQL Prior experience with the HTTP protocol pytest RESTful API design AWS GeoDjango Elasticsearch Jenkins Django REST framework Redis and/or Nginx is a plus but not mandatory An eye for perfection the inability to give up on hard problems a balanced form of perfectionism a positive can-do attitude and the ability to work independently Commitment to standards writing clean and maintainable code Experience with maps and GIS tools is a plus Very good English skills Selection process 1 interview with a tech lead 2 home coding task 3 coding task check-up interview 4 interview with the CTO Location no limits except Russia and Belarus preference for Ukrainian developers,JetSoftPro,2y,Python,upper,2022-10-01T00:00:00+03:00,en,6dfd37d6-8de4-5b21-8e27-b7d041928281,102606,"Role Overview:
As a Middle Python Developer, you will work with the core development team to build new features and maintain the core code base for a bike

Key Responsibilities:
Work closely with the core development team to accelerate back-end coding and build new features and functions within sprints. Take responsibility for the development, documentation, and maintenance of the core code base interfaced by mobile apps and the web frontend. Collaborate with designers and marketing specialists to implement new use cases and maintain direct interaction with the QA team.

Required Skills:
- 2+ years of professional experience
- Extensive knowledge and experience in developing web applications, ideally with Python and PostgreSQL
- Proficiency in

Tools and Technologies:
- Python 3.8
- PostgreSQL
- AWS
- Django
- Elasticsearch
- Unit tests

Experience Level:
2+ years of professional experience"
Senior/Lead Performance Analyst,REQUIREMENTS 3+ years of commercial experience in Manual/Automation testing Understanding of performance theory Strong analytical thinking Good JAVA background 2+ years in API testing Hands-on Linux basics JMeter experience Experience in server-side performance testing and optimization Experience in client-side performance testing and optimization Understanding of layered application architectures Understanding of service-oriented architecture NICE TO HAVE Experience with Gatling/JMeter stress testing tool Experience with Java Experience with Grafana Experience with Docker WE OFFER Competitive compensation depending on experience and skills Individual career path Unlimited access to LinkedIn learning solutions Social package. medical insurance sports Compensation for sick lists and regular vacations English classes with native speakers certified English teachers Flexible work hours,Epam,3y,QA Automation,intermediate,2023-03-01T00:00:00+02:00,en,f4a6d2c7-56cc-548d-8aab-e64303e680d4,146121,"Role Overview:
The Senior/Lead Performance Analyst is responsible for server-side and client-side performance testing and optimization using JMeter, Java

Key Responsibilities:
The Senior/Lead Performance Analyst performs manual and automation testing, utilizing performance theory and analytical thinking to evaluate systems. Key duties include conducting both server-side and client-side performance testing and optimization within layered and service-oriented application architectures. The role involves executing API testing and utilizing JMeter, Java, and Linux basics to manage performance analysis tasks.

Required Skills:
- 3+ years of commercial experience in Manual/Automation testing
- Understanding of performance theory
- Strong analytical thinking
- Good JAVA background
- 2+ years in API testing
- Hands-on Linux basics
- JMeter experience
- Experience in server-side performance

Tools and Technologies:
Java, Linux, JMeter, Gatling, Grafana, Docker, API testing, Manual testing, Automation testing, Server-side performance

Experience Level:
Senior/Lead
3+ years of commercial experience in Manual/Automation testing
2+ years in API testing"
Senior iOS Developer,The project is a new platform for cross-media newsroom management targeted at medium-size and large publishing houses. It helps to plan appointments manage stories co-ordinate staff control beats and streamline cross-media workflows. The project is cluster-based in the cloud which is currently used by more than 380 organizations all over the World from USA to Australia . Stack of used technologies is large and consist of J2SE Angular Spring Hibernate REST Web services MySQL etc Docker Kubernetes Development process is based on TDD methodology together with Disciplined Agile practices. Quality assurance team provides the wide range of software testing services tests management bugs-tracking automation etc . Our Team consists of 12 members 1 Project Manager 1 Technical Lead 1 BA 7 Software Developers 4 QA Engineers. Krakow team consists of 5 members 2 DevOps 3 Software Developer. Responsibilities Initiate application architecture Implement a stable version of iOS Native Application Create with DevOps. CI CD procedures Requirements Good knowledge of Swift Core Data Patterns Multythreading MVC MVP MVVM VIPER Appreciated knowledge of API REST Alamofire Moya URLSession For using sockets SocketIO Push Notifications Concurrency GCD Grand Central Dispatch NSOperation Mobile database CoreData or Realm or SQLite CI Continuous Integration Fastlane + Jenkins Testing + Delivery App Center preferable or Firebase Unit Tests Crash reporting Chrashlytics good with Firebase or Airbrake,Intetics,5y,iOS,,2021-01-01T00:00:00+02:00,en,5f365830-a694-56a1-b9f5-e1149e7ac66b,143169,"Role Overview:
check:*
    - One sentence? Yes.
    - Concise? Yes.
    - No header? Yes

Key Responsibilities:
The Senior iOS Developer will initiate the application architecture and implement a stable version of the iOS Native Application. This role also involves collaborating with DevOps to create CI/CD procedures.

Required Skills:
- Good knowledge of Swift
- Core Data
- Patterns (MVC, MVP, MVVM, VIPER)
- Multithreading

Tools and Technologies:
Swift, J2SE, Angular, Spring, Hibernate, REST Web services, MySQL, Docker, Kubernetes, Core Data, MVC

Experience Level:
Senior"
Project Manager,Responsibilities Working in association with senior management Matrix management of all business engineering groups. Working closely with all the departments on the company like IT product development external company and design teams Solve problems throughout the project life cycle balance the needs of both business and engineering team members Providing a real-time comprehensive and prioritized view of all projects Maintaining processes to ensure that project management documentation reports and plans are relevant accurate and complete Implement project management processes procedures and tools in the organization. Requirements Project management skills and experience minimum 3 years from software international companies Bachelor s degree in Industrial Engineering majoring in Information Systems or bachelor s degree in computer science Experience working with external and international customers Knowledge of development lifecycles Methodical approach to delivery with attention to details and ability to keep track of multiple projects risks and changes management Customer-facing excellent interpersonal skills Self-motivated details oriented self-managed team player Experience with managing tasks in TFS system Assertive independent adaptable and creative Fluent English written and spoken . We offer High-level compensation and regular performance-based salary and career development reviews Medical insurance health employee assistance program Paid vacation holidays and sick leaves Sport compensation English classes with native speakers training conferences participation Referral program Team buildings corporate events.,Aspire Global,3y,Project Manager,fluent,2020-06-01T00:00:00+03:00,en,23e1760f-74a9-5621-917f-f1f2e02775a8,120055,"Role Overview:
The Project Manager works with senior management and various departments to manage business engineering groups, solve problems throughout the project life cycle, and implement project management

Key Responsibilities:
Working with senior management, the Project Manager provides matrix management for business engineering groups and collaborates with departments including IT, product development, and design teams. The role involves solving problems throughout the project life cycle while balancing the needs of both business and engineering team members. Responsibilities include implementing project management processes, procedures, and tools while maintaining accurate documentation, reports, and plans. Additionally, the position provides a real-time, comprehensive, and prioritized view of all projects within the organization.

Required Skills:
- Minimum 3 years of project management experience from software international companies.
- Bachelor’s degree in Industrial Engineering (majoring in

Tools and Technologies:
TFS system

Experience Level:
minimum 3 years from software international companies"
Senior+/Lead Backend Developer (Node.js + AWS),Responsibilities Build web applications using the latest web technologies specifically React and Redux Approach development from the perspective of the end-user and consistently look to identify areas where the customer experience can be improved Working within and across Agile teams to design develop test implement and support technical solutions across a full stack of development tools and technologies Continuously improving software engineering practices Building business capabilities on the cloud with Amazon Web Services AWS Working on application programming interfaces and building out microservices Providing enhancements and support to current web services Requirements 3+ Years of AWS experience Critical Lambda API Gateway SQS SNS Cognito 3+ Years of experience with Node.js 4+ Years of experience working with cross-functional business and technology teams English at least Intermediate Will be a plus Experience with React.js AWS Solution Architect or Developer certification We offer Flexible schedule and opportunities to working remotely 8 hours workday Attending professional conferences summits workshops and seminars 70 of the cost offset by the company Possibility to influence the development of the project Friendly professional team and warm atmosphere The environment where you can implement your ideas Paid 18 days of vacation and up to 10 sick leaves annually Medical insurance gym Participation in educational activities and thematic conferences Team parties and corporate events,ITernal Company,3y,Node.js,intermediate,2022-09-01T00:00:00+03:00,en,a94c0270-c53b-55eb-aff5-4f5d07a22dda,145789,"Role Overview:
The Senior+/Lead Backend Developer (Node.js + AWS) will design, develop, and support web applications, APIs, and microservices

Key Responsibilities:
You will build web applications using React and Redux while approaching development from an end-user perspective to improve the customer experience. Working

Required Skills:
- 3+ Years of AWS experience (specifically Lambda, API Gateway, SQS, SNS, Cognito)

Tools and Technologies:
React, Redux, Amazon Web Services (AWS), Lambda, API Gateway, SQS, SNS, Cognito, Node.js, React.js

Experience Level:
Senior+/Lead
3+ Years of AWS experience
3+ Years of experience with Node.js
4+ Years of experience working with"
".NET Developer, Investment Management Solutions",About the vacancy Our client is one of the world s top 10 investment companies with headquarters in Great Britain. They are building a data market that will aggregate and process data from multiple data feeds and systems like stock exchanges news feeds stock exchange brokers internal quantitative systems and others. The project related to a portfolio management solution based on microservices. You will be supporting and developing new features in a team of professionals which involves asset managers business analysts and quantitative developers. Together with 2 other specialists from DataArt you will form a team that will be transforming an old legacy WinForms application into a web microservice application with Angular frontend. The legacy application is not a good example of SOLID principles gives you lots of possibilities to make things right on the go. Must have. 2+ years of experience in developing commercial applications on the .NET platform. Experience in and understanding of C # including the latest versions ASP.NET ASP.NET MVC ASP.NET Web API. Knowledge of JavaScript HTML and JavaScript frameworks for example jQuery . Practical experience with MS SQL Server or PostgreSQL. Basic understanding of web services RESTful API. Basic understanding of design patterns. Good spoken English Would be a plus. Experience with Angular or React. Experience with WinForms or WPF. Experience with Kafka. Experience in the Finance domain or CFA certification. Experience in individual investments Узнайте больше о нашей политике равных возможностей в вопросах трудоустройства,DataArt,2y,.NET,intermediate,2022-01-01T00:00:00+02:00,en,dcc452a7-9e19-581a-93dc-efba899f5c35,111983,"Role Overview:
You will support and develop new features for a portfolio management solution and transform a legacy WinForms application into a web microservice application with an

Key Responsibilities:
The role involves supporting and developing new features for a portfolio management solution based on microservices. You will work within a team of asset managers, business analysts, and quantitative developers to transform a legacy WinForms application into a web microservice application with an Angular frontend. Additionally, you will contribute to building a data market that aggregates and processes data from multiple sources, such as stock exchanges, news feeds, and internal quantitative systems.

Required Skills:
- 2+ years of experience in developing commercial applications on the .NET platform
- Experience in and understanding of

Tools and Technologies:
* .NET platform
* C#
* ASP.NET
* ASP.NET MVC
* ASP.NET Web API
*

Experience Level:
2+ years of experience in developing commercial applications on the .NET platform."
UI / UX Designer,Владение языками Английский Upper-Intermediate Требования 1+ years in UI/UX design. Experience with Figma. Good spoken English B1+ . Experience with Adobe After Effects Not a must but a Great plus . Basic markup development skills Not a must but a Great plus . Experience in UI design for Wordpress Elementor Not a must but a Great plus .,ProCoders,2y,Design,intermediate,2022-07-01T00:00:00+03:00,en,38e5127c-2f38-538d-9534-4fcfd9941167,166111,"Role Overview:
The UI / UX Designer requires 1+ years of experience in UI/UX design, proficiency in Figma, and Upper

Key Responsibilities:
The UI / UX Designer will perform UI/UX design tasks utilizing Figma. The role involves communicating in English at an

Required Skills:
- 1+ years in UI/UX design
- Experience with Figma
- English Upper-Intermediate
- Good spoken English B1+
- Experience with Adobe After Effects (plus)
- Basic markup development skills (plus)
- Experience in UI design for Wordpress Elementor (plus)

Tools and Technologies:
- Figma
- Adobe After Effects
- Markup development
- Wordpress
- Elementor

Experience Level:
1+ years in UI/UX design."
